,index,FIPS Code,State,Year,Month,Civilian Non-Institutional Population,Labor Force Total,Labor Force Percent of Population,Employment Total,Employment Percent of Population,Unemployment Total,Unemployment Rate
5452,25811,49,Utah,2016,July,"2,195,928","1,502,055",68.4,"1,452,325",66.1,"49,730",3.3
5453,25812,50,Vermont,2016,July,"515,265","345,924",67.1,"335,154",65,"10,770",3.1
5454,25813,51,Virginia,2016,July,"6,542,390","4,253,358",65,"4,082,681",62.4,"170,677",4
5455,25814,53,Washington,2016,July,"5,735,768","3,655,019",63.7,"3,462,950",60.4,"192,069",5.3
5456,25815,54,West Virginia,2016,July,"1,474,043","783,598",53.2,"735,591",49.9,"48,007",6.1
5457,25816,55,Wisconsin,2016,July,"4,566,737","3,112,393",68.2,"2,990,301",65.5,"122,092",3.9
5458,25817,56,Wyoming,2016,July,"451,175","300,247",66.5,"283,973",62.9,"16,274",5.4
5459,25818,1,Alabama,2016,August,"3,819,041","2,160,744",56.6,"2,034,025",53.3,"126,719",5.9
5460,25819,2,Alaska,2016,August,"547,166","361,944",66.1,"337,853",61.7,"24,091",6.7
5461,25820,4,Arizona,2016,August,"5,398,026","3,262,727",60.4,"3,085,510",57.2,"177,217",5.4
5462,25821,5,Arkansas,2016,August,"2,313,694","1,344,072",58.1,"1,290,838",55.8,"53,234",4
5463,25822,6,California,2016,August,"30,603,497","19,046,039",62.2,"17,999,607",58.8,"1,046,432",5.5
